,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
273,0.008343,0,-1.424209,-0.393938,4,3,1.579964,3,2,4,-0.000198,1.19627,0.523316,0,-0.330589,3,2,1,-0.550208,1.7075,4,-0.327893,-0.063296,-0.679146,-0.875581,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
274,-1.743687,0,0.479742,-0.764121,2,4,1.678377,2,1,3,-0.695428,-0.53154,-0.678049,0,0.489376,3,1,0,-1.06447,0.931603,4,-0.654454,-0.615492,-0.368715,-1.155935,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
275,0.008343,0,-0.184658,-1.010909,4,1,0.694247,3,3,4,1.508613,-0.37048,-0.277594,1,0.762698,3,1,2,0.478316,-0.620189,3,-0.327893,-0.615492,-0.679146,-0.595227,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
276,-0.210661,0,1.270575,1.58037,3,2,0.251388,4,3,2,1.16716,0.672755,1.724681,0,0.762698,3,2,1,-0.164511,2.483396,2,-0.001333,0.764998,1.183437,-0.595227,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,0.117845,0,-1.191173,-0.270544,2,1,-1.077188,4,2,1,-0.190791,0.685544,-0.678049,1,2.402628,4,3,1,-0.421642,0.155707,3,0.161947,-1.167687,1.493867,0.806541,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
278,-1.196177,0,1.677148,-1.010909,3,3,0.891073,3,2,2,-0.022508,1.750282,-0.678049,0,1.309341,4,1,1,-0.678774,2.483396,1,-0.164613,0.212802,-0.368715,-0.03452,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,1.431867,0,-0.0136,-0.640727,1,1,1.481551,3,5,2,2.685957,0.211078,0.122861,0,-0.330589,3,1,2,2.149668,0.931603,2,0.488508,-0.063296,-0.368715,0.526188,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
280,1.760373,0,0.663195,-0.764121,4,3,-1.027981,3,4,3,2.354491,0.942031,0.122861,1,0.216054,3,4,3,1.249709,1.7075,2,-0.327893,-0.339394,-0.368715,-0.314873,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
281,0.555852,0,-0.415214,-1.010909,1,2,1.629171,3,2,3,-0.339101,1.436173,-0.678049,0,2.675949,4,3,0,1.121144,0.155707,3,2.12131,3.249878,2.735589,0.526188,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
282,-0.867672,0,-0.893681,-0.887515,2,2,-1.077188,3,2,4,-0.414106,0.835782,-0.678049,0,0.762698,3,1,0,-0.164511,0.155707,2,0.488508,0.764998,-0.679146,1.367249,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
283,1.979376,0,-1.625016,1.333581,2,2,-1.421633,3,2,4,-0.231162,0.233143,0.122861,1,1.036019,3,4,1,0.09262,0.931603,3,0.488508,0.764998,-0.679146,1.086895,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
284,-1.196177,0,-0.759809,0.223033,2,1,-0.289883,3,2,1,-0.374373,1.181794,-0.678049,1,-0.603911,3,3,1,-0.807339,0.155707,3,-0.327893,-0.339394,0.252146,-0.314873,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
285,0.008343,0,1.411884,-1.010909,3,4,-1.175601,3,1,4,-0.932342,0.220354,-0.678049,0,-0.877232,3,2,0,0.735447,0.155707,3,1.631469,2.145487,0.873006,0.806541,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
286,0.774856,1,0.29133,1.827158,3,4,-1.126394,3,1,3,-0.710089,0.787998,0.122861,1,1.855984,4,4,1,0.992578,-2.171982,1,-0.981014,-1.167687,-0.679146,-1.155935,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
287,0.117845,0,-0.283822,1.703764,4,4,0.79266,3,2,4,-0.161044,0.644506,2.525591,0,-0.330589,3,2,1,-0.164511,-0.620189,3,-0.817734,-0.615492,-0.368715,-0.595227,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,-1.196177,1,1.602775,0.840004,4,1,-1.027981,3,1,2,-0.877522,-0.018706,-0.277594,1,-0.603911,3,4,1,-0.807339,-0.620189,3,-0.654454,-0.615492,-0.679146,-0.595227,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
289,-0.977174,0,0.779713,-0.14715,2,4,0.005356,3,1,4,-0.67843,-1.380829,-0.678049,0,1.582663,4,4,0,-0.807339,0.155707,3,-0.327893,-0.339394,-0.679146,-0.595227,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
290,1.322365,0,-0.412735,0.099639,4,3,-1.520046,3,5,1,2.58418,1.585428,2.525591,1,-1.150554,3,4,0,1.378275,0.931603,3,-0.654454,-0.615492,-0.368715,-0.595227,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
291,-0.101159,0,-0.735018,-0.764121,3,3,-1.766079,3,2,2,-0.428767,1.682542,0.523316,0,-0.877232,3,4,0,-0.164511,-0.620189,3,0.161947,-1.167687,1.493867,0.806541,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
292,-0.648668,0,-0.888723,-0.517332,3,4,0.891073,3,1,2,-0.789131,-1.462202,-0.678049,0,-1.150554,3,3,1,-1.193036,1.7075,2,-0.817734,-0.615492,-0.058285,-0.595227,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
293,-1.196177,1,0.365703,-0.640727,4,4,-0.880361,2,2,4,-0.143408,-0.824006,-0.678049,1,-0.877232,3,2,0,-0.421642,-2.171982,3,0.161947,0.764998,1.493867,-0.03452,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
294,0.008343,0,0.214478,-0.023755,3,2,-0.634329,3,1,4,-0.887509,-0.407864,-0.678049,1,-0.877232,3,3,3,-0.935905,0.155707,2,-0.491174,-0.615492,-0.368715,-0.595227,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
295,0.555852,0,-0.613542,2.073946,3,3,0.546627,3,4,2,1.49204,0.077424,0.923771,0,-0.330589,3,4,1,1.50684,-0.620189,4,2.12131,-0.063296,0.562576,1.086895,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
296,-2.072192,1,-1.419251,-0.764121,3,3,-0.585122,3,1,3,-1.080014,1.534692,-0.678049,0,-0.603911,3,3,0,-1.450167,-0.620189,3,-1.144294,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
297,-0.210661,0,1.06481,0.840004,3,3,1.481551,3,3,2,0.322345,-1.294818,-1.078504,0,-0.057267,3,3,2,0.09262,0.155707,2,0.651788,1.317193,1.183437,1.367249,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
298,-0.101159,0,-0.586272,1.086793,4,3,0.743454,4,1,4,-0.598113,-1.010644,0.523316,0,0.762698,3,4,2,-0.935905,-0.620189,3,-0.981014,-1.167687,-0.679146,-1.155935,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
299,1.541369,0,1.238347,-0.887515,3,4,0.891073,1,2,2,-0.216926,0.282192,0.923771,0,0.762698,3,4,1,0.221185,0.155707,3,-0.491174,-0.891589,-0.368715,-0.595227,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
300,0.44635,0,-1.161424,-0.887515,4,4,1.087899,3,4,2,2.021112,0.222462,-0.678049,0,1.036019,3,2,0,1.378275,-0.620189,3,2.44787,1.593291,-0.679146,-0.03452,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
301,-2.072192,0,0.023587,0.099639,3,4,0.152975,2,1,3,-1.12676,-0.644957,-0.678049,0,-0.877232,3,1,0,-1.450167,-0.620189,3,-1.144294,-1.167687,-0.679146,-1.155935,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
302,-0.977174,0,1.669711,0.840004,2,2,0.103769,4,2,1,-0.178892,-1.333607,-1.078504,0,1.036019,3,3,0,-0.293077,-0.620189,3,0.161947,-0.339394,-0.679146,0.806541,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
303,-0.648668,0,-1.449,-0.270544,3,2,1.678377,4,2,4,0.090531,-0.291215,0.523316,0,-1.150554,3,2,1,-0.164511,0.155707,2,0.161947,0.764998,1.493867,0.806541,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
304,0.227347,0,0.8169,-1.010909,3,3,-0.880361,4,3,4,0.660823,-0.473778,-1.078504,0,0.489376,3,1,3,0.992578,1.7075,2,1.794749,1.593291,0.252146,0.806541,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
305,-0.101159,0,0.749964,1.827158,4,2,-0.929568,3,2,2,-0.17613,-1.03805,1.724681,0,-0.057267,3,3,1,-0.035946,0.155707,3,0.325228,1.041095,-0.679146,1.086895,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
306,-0.539166,0,0.256622,-0.270544,3,4,1.235519,2,2,3,-0.216501,0.375511,-0.678049,0,-0.330589,3,3,1,0.221185,0.155707,2,0.978348,1.041095,0.562576,1.086895,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
307,0.117845,0,0.115314,1.950552,2,1,0.743454,2,3,2,1.180971,1.74185,0.122861,0,0.489376,3,3,1,0.992578,-0.620189,3,0.488508,1.041095,-0.679146,-0.875581,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
308,2.307882,0,-1.022594,-1.010909,4,4,-1.667666,1,2,3,-0.179105,0.385489,-0.277594,1,-0.603911,3,4,1,0.09262,-0.620189,3,-0.327893,-0.339394,-0.368715,-0.595227,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,-0.648668,0,-0.276384,-0.517332,4,3,0.989486,3,1,4,-0.357374,-0.595346,-1.078504,1,-0.877232,3,3,1,-0.678774,0.931603,3,-0.327893,-0.615492,-0.679146,-0.314873,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
310,-0.648668,0,-1.726659,-0.887515,3,1,-0.19147,2,2,1,-0.019746,0.493144,0.122861,0,-0.877232,3,4,0,-0.293077,-1.396086,3,-0.817734,-0.615492,-0.368715,-1.155935,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
311,0.884358,0,1.106955,-0.270544,3,1,1.530758,3,3,1,-0.27472,0.842528,-0.678049,0,0.762698,3,1,1,1.635406,-0.620189,3,2.774431,1.317193,2.114728,1.927956,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
312,-0.648668,0,-1.513456,-0.887515,4,3,-1.667666,3,1,4,-0.809104,-0.922806,-1.078504,1,0.762698,3,2,1,-1.06447,-0.620189,1,-0.817734,-0.615492,-0.058285,-0.595227,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
313,-0.429664,0,-0.618501,-0.517332,4,4,0.399008,3,3,2,1.142087,1.272021,1.324226,0,-1.150554,3,2,2,0.09262,-0.620189,3,0.488508,0.4889,1.804297,1.086895,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
314,0.227347,0,-1.699389,0.099639,1,3,1.629171,3,4,1,2.244852,-1.25898,-0.678049,1,-0.330589,3,4,0,1.249709,0.155707,3,2.28459,1.317193,2.735589,1.647603,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
315,0.665354,0,-1.53081,0.099639,4,3,-1.618459,3,1,4,-0.860099,-0.511302,-1.078504,0,1.036019,3,1,0,-0.293077,1.7075,3,0.161947,0.764998,-0.368715,0.806541,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
316,1.322365,0,0.715256,-1.010909,2,3,1.186312,2,4,3,1.585318,0.491457,1.724681,1,-0.877232,3,4,0,1.763972,-0.620189,3,-0.001333,-0.891589,-0.679146,0.806541,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
317,1.650871,1,-0.197053,-0.14715,4,3,0.94028,2,2,2,-0.331877,0.482603,-0.277594,0,-0.057267,3,1,0,-0.035946,0.155707,2,0.161947,-0.615492,1.493867,0.806541,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
318,-1.086676,0,1.035061,-0.517332,3,3,0.94028,3,1,2,-0.855212,0.931069,-0.678049,1,-0.877232,3,2,0,-0.935905,-0.620189,2,-0.491174,-0.339394,-0.368715,-0.595227,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
319,-0.539166,0,-0.531732,-0.14715,2,3,-0.043851,2,2,2,-0.270896,1.449103,-0.678049,1,-1.150554,3,4,0,0.221185,-0.620189,3,0.978348,2.145487,2.735589,1.367249,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
320,-1.086676,0,1.42428,-0.887515,3,4,0.399008,3,2,3,-0.430255,-1.274861,-0.678049,1,-1.150554,3,1,0,-0.807339,0.155707,3,-0.327893,-0.063296,-0.679146,-0.03452,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
321,-0.648668,0,-0.276384,-0.270544,3,4,0.349801,3,2,4,0.221842,-1.007693,0.523316,0,-0.877232,3,4,3,0.221185,0.155707,3,-0.001333,0.764998,-0.368715,0.806541,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
322,-0.539166,0,0.534282,-0.887515,4,1,0.399008,4,2,4,-0.307654,-0.527886,1.724681,0,0.216054,3,3,0,-0.164511,-2.171982,2,-0.001333,0.764998,-0.679146,0.806541,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
323,-0.977174,1,0.878877,-0.887515,4,1,0.891073,1,1,4,-0.645708,1.464984,0.923771,1,-0.603911,3,4,0,-0.807339,0.931603,2,-0.654454,-0.615492,-0.058285,-0.595227,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
324,-0.75817,0,1.171411,2.320735,2,4,-0.093057,3,2,4,-0.15467,-0.334361,-0.678049,0,-0.603911,3,4,2,-0.035946,-0.620189,3,0.488508,1.041095,-0.368715,1.367249,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
325,-0.648668,0,-0.011121,-0.270544,2,3,-0.880361,2,3,3,0.518463,-0.039225,-0.678049,0,2.402628,4,1,1,-0.164511,-0.620189,3,0.488508,1.317193,1.804297,1.367249,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
326,0.227347,0,-0.323487,-0.270544,2,3,-0.585122,2,5,4,2.713155,0.959599,-0.678049,0,-0.057267,3,1,1,1.249709,-0.620189,3,2.28459,1.317193,3.356449,-0.314873,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
327,0.227347,1,0.891273,-0.764121,2,4,-1.224807,3,2,3,-0.268771,0.48696,0.523316,1,0.762698,3,1,0,0.09262,0.155707,2,-0.981014,-1.167687,-0.679146,-1.155935,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
328,-0.429664,0,-0.73006,0.099639,3,2,-0.978775,2,2,4,-0.386909,-1.404862,0.122861,0,-0.330589,3,3,0,-0.293077,2.483396,2,-0.001333,0.764998,-0.679146,-0.875581,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
329,1.103362,0,1.684585,-0.517332,5,4,-1.175601,3,5,3,2.506625,0.289781,0.523316,0,-1.150554,3,2,1,1.249709,-0.620189,3,-0.654454,-0.615492,-0.368715,-0.875581,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
330,0.665354,0,-0.603626,0.099639,4,3,0.79266,2,2,3,-0.264734,-1.136429,-0.678049,0,-1.150554,3,2,1,-0.293077,0.155707,4,0.325228,0.764998,-0.679146,-1.155935,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,-1.086676,0,-1.468833,-1.010909,1,3,0.349801,3,2,2,-0.032707,1.095362,-1.078504,1,-0.603911,3,4,1,-0.678774,-2.171982,3,-0.327893,-0.063296,-0.368715,-0.03452,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
332,1.869874,0,0.311163,1.333581,4,4,-1.716872,3,2,3,-0.347176,0.361457,0.122861,0,-0.877232,3,4,0,1.121144,0.931603,2,-0.491174,-0.339394,-0.679146,-0.314873,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
333,0.665354,0,0.492137,-0.270544,3,3,-1.126394,3,3,1,0.739865,-0.709887,2.125136,0,0.216054,3,1,1,-0.164511,-1.396086,2,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,0.884358,0,-0.628417,-0.14715,4,4,0.448214,3,2,4,-0.5962,-0.707638,2.525591,0,-0.330589,3,1,2,0.09262,0.155707,3,0.488508,1.317193,2.114728,1.086895,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
335,0.336849,0,0.797067,-1.010909,2,2,-0.437503,1,2,4,0.202719,-0.146177,-0.277594,1,1.855984,4,3,3,-0.678774,-0.620189,2,-0.491174,-0.339394,-0.679146,-0.595227,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
336,-0.867672,1,-1.20109,-0.14715,4,2,0.546627,1,1,1,-0.931492,-1.342743,-0.678049,1,-1.150554,3,4,0,-0.550208,0.931603,2,-0.001333,0.764998,-0.679146,0.806541,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
337,-0.867672,0,-0.159867,-0.023755,5,2,-1.766079,2,1,4,-0.535432,-0.940514,-1.078504,0,0.489376,3,3,0,-0.935905,-0.620189,3,-0.654454,-0.615492,-0.058285,-0.595227,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
338,-0.75817,0,-0.576356,-0.517332,3,4,-1.766079,2,2,3,-0.08179,-1.248299,-0.678049,0,-0.603911,3,3,3,-0.164511,-0.620189,3,0.488508,1.317193,-0.368715,-0.595227,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
339,-1.086676,0,0.811941,-0.14715,4,2,-0.486709,3,2,2,-0.061392,-1.53163,-0.678049,0,0.762698,3,1,1,-0.421642,0.155707,3,0.161947,0.764998,-0.679146,0.806541,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
340,0.008343,0,0.965646,-0.517332,2,4,-0.240677,3,2,4,-0.033132,1.24574,1.724681,0,0.216054,3,3,2,-0.421642,-0.620189,2,-0.164613,-0.615492,-0.679146,-0.03452,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
341,0.117845,0,-1.139112,0.71661,2,3,1.284725,2,3,4,1.063895,0.192386,-1.078504,1,-0.330589,3,2,1,0.09262,0.155707,3,0.651788,1.593291,-0.058285,1.367249,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
342,-0.648668,0,1.06481,-0.270544,4,3,-1.32322,3,3,4,0.136001,1.602152,-0.678049,1,-0.330589,3,3,0,-0.035946,-0.620189,2,0.651788,1.317193,0.562576,1.647603,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
343,-0.867672,0,-1.632453,0.099639,1,4,-1.32322,2,2,2,0.375039,-0.343918,-0.678049,1,-0.330589,3,1,2,-0.550208,-0.620189,3,-0.001333,0.764998,-0.368715,0.806541,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,-0.210661,0,1.223472,-0.517332,4,3,-0.19147,3,3,2,0.338281,0.555263,-1.078504,0,-0.603911,3,4,0,0.735447,1.7075,3,1.468189,0.4889,-0.679146,2.488664,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
345,-1.524683,0,1.255701,2.073946,1,3,0.841867,3,1,4,-0.764696,0.250008,-0.678049,0,-0.877232,3,3,2,-0.935905,-0.620189,2,-0.491174,-0.615492,-0.679146,-0.595227,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
346,0.44635,0,-0.792038,-0.393938,3,4,1.432345,2,2,2,-0.100063,-0.590708,1.324226,1,-0.057267,3,4,0,-0.421642,0.155707,3,-0.327893,-0.063296,-0.368715,-0.595227,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
347,1.103362,0,1.255701,-0.640727,1,2,1.629171,3,2,3,-0.749398,1.607493,0.122861,0,1.036019,3,1,0,-0.807339,0.155707,3,-1.144294,-1.167687,-0.679146,-1.155935,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
348,0.555852,0,0.018629,1.703764,5,1,-1.077188,3,4,4,2.016225,0.223164,-0.277594,0,-0.330589,3,2,0,0.606882,-0.620189,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
349,-0.867672,0,-0.140034,-0.887515,3,4,-0.240677,3,2,3,-0.393921,0.3675,-0.678049,0,-0.330589,3,1,1,-0.935905,0.155707,2,-0.491174,-0.339394,-0.679146,-0.595227,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
350,0.555852,0,-0.640813,-0.887515,1,3,-0.683535,3,1,3,-0.808892,1.363795,-1.078504,1,-1.150554,3,3,1,-0.935905,1.7075,3,-0.654454,-0.615492,-0.368715,-1.155935,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
351,-0.539166,0,0.643362,-0.887515,3,3,0.448214,3,1,2,-0.87816,-1.455597,-0.678049,0,-0.603911,3,3,1,-0.421642,0.931603,3,0.161947,-1.167687,-0.679146,0.806541,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
352,1.212863,0,-0.67552,2.444129,1,1,1.235519,3,3,3,1.275099,1.358314,0.122861,0,1.582663,4,2,1,0.478316,0.155707,1,-1.144294,-1.167687,-0.679146,-1.155935,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
353,0.008343,0,1.280492,-0.393938,3,3,-0.732742,4,2,1,-0.112387,0.37776,0.523316,1,-0.603911,3,1,2,0.221185,-0.620189,3,-0.001333,0.764998,1.183437,0.806541,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
354,-0.75817,0,-0.40034,1.950552,2,4,0.94028,3,2,3,-0.375435,-1.158634,1.724681,1,-0.877232,3,2,1,-0.935905,-0.620189,4,-0.817734,-0.615492,-0.058285,-0.595227,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
355,-1.196177,0,0.323558,-1.010909,3,3,-0.437503,3,2,3,-0.256447,0.821166,-0.678049,0,0.489376,3,2,1,-0.421642,0.155707,3,0.161947,0.764998,1.493867,0.806541,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
356,0.555852,0,1.31272,-0.887515,4,1,1.579964,2,2,4,0.059084,0.388581,0.122861,0,2.129306,4,2,0,0.349751,2.483396,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
357,-1.743687,1,-0.115243,-1.010909,1,1,1.629171,2,1,2,-0.919805,-0.725627,-0.678049,1,-1.150554,3,3,0,-1.06447,0.155707,3,-0.654454,-0.615492,-0.368715,-0.595227,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
358,-0.101159,0,0.105397,-1.010909,5,4,-1.027981,3,2,4,0.031886,0.135326,0.523316,0,-0.057267,3,2,0,-0.550208,2.483396,3,-0.981014,-1.167687,-0.679146,-1.155935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
359,-0.101159,0,-0.64825,-0.764121,4,1,-0.880361,2,3,4,0.679096,-0.993217,0.523316,0,-1.150554,3,1,1,0.606882,-0.620189,3,0.978348,1.317193,-0.368715,2.20831,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
360,2.19838,0,-0.519337,-1.010909,4,4,1.087899,3,2,3,0.053559,-1.594592,-0.277594,0,-1.150554,3,3,0,0.478316,-0.620189,3,-0.654454,-0.615492,-0.368715,-0.595227,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
361,0.336849,0,0.913585,0.099639,4,4,-0.978775,4,1,3,-0.911519,1.149891,0.122861,1,-0.603911,3,3,1,-0.164511,0.155707,3,-0.001333,0.764998,-0.368715,0.806541,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
362,-1.743687,0,0.229352,-0.023755,2,1,-1.32322,3,1,4,-0.827165,-1.610895,-0.678049,0,2.402628,4,3,0,-1.06447,0.155707,2,-0.654454,-0.615492,-0.058285,-0.595227,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
363,-0.429664,1,-1.121758,-0.517332,3,4,-1.569253,3,1,3,-0.775957,-0.725627,-0.678049,1,-0.603911,3,2,0,-1.321601,-0.620189,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
364,0.008343,0,0.293809,0.099639,3,3,1.579964,3,1,1,-0.648258,0.470798,1.324226,0,1.309341,4,2,1,0.735447,0.155707,3,-0.327893,-0.063296,-0.679146,-0.314873,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
365,0.99386,0,0.846649,-0.270544,4,3,-1.766079,3,2,3,-0.264521,0.243262,-0.277594,0,-0.330589,3,3,0,-0.550208,-0.620189,4,-0.981014,-1.167687,-0.679146,-1.155935,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
366,0.44635,1,-1.634933,-0.640727,3,1,-0.486709,3,2,2,0.606004,-0.668287,-0.678049,0,0.762698,3,3,0,-0.421642,1.7075,3,0.161947,0.764998,1.493867,0.806541,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
367,1.431867,0,0.603697,0.099639,3,4,1.678377,2,3,4,0.848442,-1.624387,1.324226,0,-0.057267,3,4,0,1.121144,-0.620189,3,-0.491174,-0.339394,-0.368715,-0.314873,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
